,Listing Title,Price,Bedroom,Bath,Area,Condominium Name,City,Link
4377,4BR House For Rent in Ayala Alabang Village,110000.0,4.0,5.0,,,Muntinlupa,['https://www.lamudi.com.ph/4br-house-for-rent-in-ayala-alabang-village-7.html']
4378,Cozy Studio at East Bay Residences,16000.0,1.0,1.0,25.0,East Bay Residences,Muntinlupa,['https://www.lamudi.com.ph/cozy-studio-at-east-bay-residences-507403-84.html']
4379,Studio Condominium for Rent at Studio City Tower ,20000.0,1.0,1.0,16.0,Studio City,Muntinlupa,['https://www.lamudi.com.ph/studio-condominium-for-rent-at-studio-city-tower-1.html']
4380,Ayala Alabang Village House and Lot for Rent,200000.0,5.0,5.0,500.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-village-house-and-lot-for-rent.html']
4382,Ayala Alabang Classic 4 Bedroom House for Rent Alabang Muntinlupa,200000.0,4.0,4.0,538.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-classic-4-bedroom-house-for-rent-alabang-muntinlupa.html']
4384,Posh Entrata Condo Suite with Panoramic City View,70000.0,1.0,1.0,41.0,Entrata by Filinvest,Muntinlupa,['https://www.lamudi.com.ph/posh-entrata-condo-suite-with-panoramic-city-view.html']
4385,Sovereign House in Ayala Alabang Village,150000.0,4.0,4.0,650.0,,Muntinlupa,['https://www.lamudi.com.ph/sovereign-house-in-ayala-alabang-village.html']
4386,Fully Furnished Studio Unit for Rent in East Bay Residences at Muntinlupa City,20000.0,1.0,1.0,35.8,East Bay Residences,Muntinlupa,['https://www.lamudi.com.ph/fully-furnished-studio-unit-for-rent-in-east-bay-residences-at-muntinlupa-city.html']
4388,House for Lease at Ayala Alabang Village,210000.0,6.0,7.0,900.0,,Muntinlupa,['https://www.lamudi.com.ph/house-for-lease-at-ayala-alabang-village.html']
4389,Ayala Alabang House 720sqm with Pool 4 Bedrooms ,320000.0,4.0,4.0,426.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-house-720sqm-with-pool-4-bedrooms.html']
4390,Bristol Tower 1 Bedroom Brand New Condo for Rent Alabang Muntinlupa,80000.0,1.0,1.0,57.0,,Muntinlupa,['https://www.lamudi.com.ph/bristol-tower-1-bedroom-brand-new-condo-for-rent-alabang-muntinlupa.html']
4392,compact & cozy bright house for rent,90000.0,3.0,3.0,149.0,,Muntinlupa,['https://www.lamudi.com.ph/compact-cozy-bright-house-for-rent.html']
4397,Condo for Rent at Centropolis Communities - Available,10000.0,1.0,1.0,26.0,Centropolis Communities,Muntinlupa,['https://www.lamudi.com.ph/condo-for-rent-at-centropolis-communities-available.html']
4402,Sonria Pavilion Modern 2 Bedroom Condo for Rent Alabang Muntinlupa,120000.0,2.0,2.0,101.0,Sonria Pavilion,Muntinlupa,['https://www.lamudi.com.ph/sonria-pavilion-modern-2-bedroom-condo-for-rent-alabang-muntinlupa.html']
4403,Bristol 1 Bedroom Brand New Condo Unit for Rent Alabang Muntinlupa,85000.0,1.0,1.0,56.0,Bristol at Parkway Place,Muntinlupa,['https://www.lamudi.com.ph/bristol-1-bedroom-brand-new-condo-unit-for-rent-alabang-muntinlupa.html']
4406,Bristol Tower Nice 1 Bedroom Condo for Rent Alabang Muntinlupa,85000.0,1.0,1.0,57.0,Bristol at Parkway Place,Muntinlupa,['https://www.lamudi.com.ph/bristol-tower-nice-1-bedroom-condo-for-rent-alabang-muntinlupa-1.html']
4408,1 Bedroom semi-furnished lower floor at Avida Towers Alabang,30000.0,1.0,1.0,35.0,Avida Towers Alabang,Muntinlupa,['https://www.lamudi.com.ph/1-bedroom-semi-furnished-lower-floor-at-avida-towers-alabang.html']
4409,La Vie Flats 1 Bedroom for rent,70000.0,1.0,1.0,64.0,La Vie Flats,Muntinlupa,['https://www.lamudi.com.ph/la-vie-flats-1-bedroom-for-rent.html']
4411,Alabang Hills Newly Renovated Big House for Rent,130000.0,4.0,4.0,600.0,,Muntinlupa,['https://www.lamudi.com.ph/alabang-hills-newly-renovated-big-house-for-rent.html']
4412,For Rent: 1 Bedroom with Balcony in Bristol at Parkway Place Muntinlupa,80000.0,1.0,1.0,60.0,Bristol at Parkway Place,Muntinlupa,['https://www.lamudi.com.ph/for-rent-1-bedroom-with-balcony-in-bristol-at-parkway-place-muntinlupa.html']
4413,"FOR RENT: 2BR Condo in Presidio Lakefront, Muntinlupa City",35000.0,2.0,1.0,51.0,Presidio,Muntinlupa,['https://www.lamudi.com.ph/for-rent-2br-condo-in-presidio-lakefront-muntinlupa-city.html']
4414,"For Rent: Semi-furnished Studio Unit in Southkey Place, Alabang, Muntinlupa City",13500.0,1.0,1.0,14.31,Southkey Place,Muntinlupa,['https://www.lamudi.com.ph/for-rent-semi-furnished-studio-unit-in-southkey-place-alabang-muntinlupa-city.html']
4415,Cozy Ayala Alabang Mansion House with 6 Bedrooms and Pool For Rent,260000.0,6.0,7.0,750.0,,Muntinlupa,['https://www.lamudi.com.ph/cozy-ayala-alabang-mansion-house-with-6-bedrooms-and-pool-for-rent.html']
4417,Bristol Tower Modern 1 Bedroom Condo for Rent Alabang Muntinlupa,85000.0,1.0,1.0,57.0,Bristol at Parkway Place,Muntinlupa,['https://www.lamudi.com.ph/bristol-tower-modern-1-bedroom-condo-for-rent-alabang-muntinlupa-1.html']
4418,IR028: 4BR House and Lot Ayala Alabang Village For Rent,265000.0,4.0,5.0,761.0,,Muntinlupa,['https://www.lamudi.com.ph/ir028-4br-house-and-lot-ayala-alabang-village-for-rent.html']
4419,Studio unit with Skyway View,15000.0,1.0,1.0,28.06,East Bay Residences,Muntinlupa,['https://www.lamudi.com.ph/studio-unit-with-skyway-view.html']
4420,"Cheap, Elegant, Fully-furnished Studio Unit in Alabang",18000.0,1.0,1.0,23.0,Avida Towers Altura,Muntinlupa,['https://www.lamudi.com.ph/cheap-elegant-fully-furnished-studio-unit-in-alabang.html']
4421,Ayala Alabang 4+den Bedroom House For Rent in Alabang Muntinlupa,180000.0,4.0,4.0,729.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-4-den-bedroom-house-for-rent-in-alabang-muntinlupa.html']
4422,Ayala Alabang Village 2 storey House and Lot for Rent,160000.0,4.0,4.0,450.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-village-2-storey-house-and-lot-for-rent.html']
4423,4 BR house AAV with Swimming Pool For Rent,325000.0,4.0,5.0,700.0,,Muntinlupa,['https://www.lamudi.com.ph/4-br-house-aav-with-swimming-pool-for-rent.html']
4424,FOR LEASE: Ayala Alabang 4 Bedroom + Pool & Garden near Cuenca and Marketplace,180000.0,4.0,4.0,,,Muntinlupa,['https://www.lamudi.com.ph/for-lease-ayala-alabang-4-bedroom-pool-garden-near-cuenca-and-marketplace.html']
4425,"For Rent: Semi-furnished 1-Bedroom Unit in Southkey Place, Alabang, Muntinlupa",25000.0,1.0,1.0,31.3,Southkey Place,Muntinlupa,['https://www.lamudi.com.ph/for-rent-semi-furnished-1-bedroom-unit-in-southkey-place-alabang-muntinlupa.html']
4426,Ayala Alabang: 5 Bedroom House For Rent,120000.0,5.0,5.0,500.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-5-bedroom-house-for-rent.html']
4427,House for Lease with Swimming Pool in Ayala Alabang Village Muntinlupa,175000.0,5.0,5.0,550.0,,Muntinlupa,['https://www.lamudi.com.ph/house-for-lease-with-swimming-pool-in-ayala-alabang-village-muntinlupa.html']
4428,Bristol New Elegant 1 Bedroom Condo for Rent Alabang Muntinlupa,80000.0,1.0,1.0,56.0,Bristol,Muntinlupa,['https://www.lamudi.com.ph/bristol-new-elegant-1-bedroom-condo-for-rent-alabang-muntinlupa.html']
4430,"8-Bedroom House and Lot for Rent in Ayala Alabang Village, Muntinlupa",350000.0,8.0,8.0,676.0,,Muntinlupa,['https://www.lamudi.com.ph/8-bedroom-house-and-lot-for-rent-in-ayala-alabang-village-muntinlupa.html']
4431,Ayala Alabang Bungalow 4Bedroom House for Rent Alabang Muntinlupa,125000.0,4.0,4.0,800.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-bungalow-4bedroom-house-for-rent-alabang-muntinlupa.html']
4433,Ayala Alabang House for Rent,300000.0,5.0,6.0,600.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-house-for-rent-28.html']
4434,"House with Pool for rent in Ayala Alabang, Muntinlupa City",200000.0,5.0,5.0,530.0,,Muntinlupa,['https://www.lamudi.com.ph/house-with-pool-for-rent-in-ayala-alabang-muntinlupa-city.html']
4435,Ayala Alabang Village House for Rent,600000.0,8.0,9.0,800.0,,Muntinlupa,['https://www.lamudi.com.ph/ayala-alabang-village-house-for-rent-3.html']
4437,"For Rent: Semi-furnished Studio with Balcony in Southkey Place, Alabang, Muntinlupa",13500.0,1.0,1.0,15.65,Southkey Place,Muntinlupa,['https://www.lamudi.com.ph/for-rent-semi-furnished-studio-with-balcony-in-southkey-place-alabang-muntinlupa.html']
4438,Vivant Flats Executive Studio Condo Unit for Rent Alabang Muntinlupa,30000.0,1.0,1.0,30.0,Vivant Flats,Muntinlupa,['https://www.lamudi.com.ph/vivant-flats-executive-studio-condo-unit-for-rent-alabang-muntinlupa.html']
4439,2 Bedroom Condominium for Rent in Filinvest Corporate City,90000.0,2.0,2.0,104.0,La Vie Flats,Muntinlupa,['https://www.lamudi.com.ph/2-bedroom-condominium-for-rent-in-filinvest-corporate-city.html']
4440,"Studio Condo for Rent in Avida Towers Alabang, Muntinlupa",18000.0,1.0,1.0,22.4,Avida Towers Alabang,Muntinlupa,['https://www.lamudi.com.ph/studio-condo-for-rent-in-avida-towers-alabang-muntinlupa.html']
4441,Vivant Flats Modern Cozy 2 Bedroom Condo for Rent Alabang Muntinlupa,80000.0,2.0,2.0,80.0,Vivant Flats,Muntinlupa,['https://www.lamudi.com.ph/vivant-flats-modern-cozy-2-bedroom-condo-for-rent-alabang-muntinlupa.html']
4442,"For Rent 2 Bedroom at Anuva Residences in Cupang, Muntinlupa City",25000.0,2.0,2.0,46.72,Anuva Residences,Muntinlupa,['https://www.lamudi.com.ph/for-rent-2-bedroom-at-anuva-residences-in-cupang-muntinlupa-city.html']
4443,"For Rent Nice Fully-Furnished Bungalow in Alabang Hills, Muntinlupa",150000.0,4.0,3.0,300.0,,Muntinlupa,['https://www.lamudi.com.ph/for-rent-nice-fully-furnished-bungalow-in-alabang-hills-muntinlupa.html']
4444,1 Bedroom Furnished Condo For Rent in Smdc Chateau Elysee in Paranaque,12000.0,1.0,1.0,24.0,Chateau Elysee,Parañaque,['https://www.lamudi.com.ph/1-bedroom-furnished-condo-for-rent-in-smdc-chateau-elysee-in-paranaque.html']
4445,1BR unit for rent near PITX MoA Pearl Plaza Solaire Okada NAIA,30000.0,1.0,1.0,56.0,Field Residences,Parañaque,['https://www.lamudi.com.ph/1br-unit-for-rent-near-pitx-moa-pearl-plaza-solaire-okada-naia.html']
4446,1BR Staycation in Simplicity & Style For Rent,45000.0,1.0,1.0,30.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1br-staycation-in-simplicity-style-for-rent.html']
4447,"For Rent, Fully furnished Brand New two (2) Storey. Single Detached House & Lot ",160000.0,5.0,4.0,320.0,,Parañaque,['https://www.lamudi.com.ph/for-rent-fully-furnished-brand-new-two-2-storey-single-detached-house-lot-2.html']
4448,Siena Park Residences 2 Bedroom Condominium facing the amenities.,22000.0,2.0,1.0,55.0,Siena Park Residences,Parañaque,['https://www.lamudi.com.ph/siena-park-residences-2-bedroom-condominium-facing-the-amenities.html']
4449,Arista Place 2-BR Condominium for rent near Casinos and NAIA,30000.0,2.0,1.0,53.0,Arista Place,Parañaque,['https://www.lamudi.com.ph/arista-place-2-br-condominium-for-rent-near-casinos-and-naia.html']
4450,2br 4 Rent @ Positano  Azure Urban Residences- City View,35000.0,2.0,1.0,38.4,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/2br-4-rent-positano-azure-urban-residences-city-view-628341-84.html']
4451,Asteria Residences 2 Bedroom Condo Fully Furnished For Rent Sucat Paranaque,35000.0,2.0,1.0,56.5,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/asteria-residences-2-bedroom-condo-fully-furnished-for-rent-sucat-paranaque.html']
4452,For rent: 2 bedrooms in Chateau Elysee Condo in Bicutan Paranaque,15000.0,2.0,2.0,40.0,Chateau Elysee,Parañaque,['https://www.lamudi.com.ph/for-rent-2-bedrooms-in-chateau-elysee-condo-in-bicutan-paranaque-430697-84.html']
4453,For Rent 2BR Condominium at Spring Residences,17800.0,2.0,1.0,28.0,Spring Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-2br-condominium-at-spring-residences.html']
4459,2 Storey Contemporary Design House For Rent in BF Homes Parañaque,50000.0,4.0,3.0,240.0,,Parañaque,['https://www.lamudi.com.ph/2-storey-contemporary-design-house-for-rent-in-bf-homes-paranaque.html']
4461,"Fully furnished 2BR in Asteria Residences, Paranaque city.",35000.0,2.0,1.0,64.5,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/fully-furnished-2br-in-asteria-residences-paranaque-city.html']
4462,2 Bedroom Apartment for rent in Parañaque city ,17000.0,2.0,2.0,65.0,,Parañaque,['https://www.lamudi.com.ph/2-bedroom-apartment-for-rent-in-paranaque-city-1.html']
4463,Studio condo for rent in Sucat Paranaque,10000.0,1.0,1.0,34.0,Fountain Breeze,Parañaque,['https://www.lamudi.com.ph/studio-condo-for-rent-in-sucat-paranaque.html']
4467,1 Bedroom Condo Unit For Rent (Monthly) at Field Residences,30000.0,1.0,1.0,35.57,Field Residences,Parañaque,['https://www.lamudi.com.ph/1-bedroom-condo-unit-for-rent-monthly-at-field-residences.html']
4468,Affordable 2 Bedroom For Rent Calathea Place Dr Arcadio Santos Ave Paranaque,23000.0,2.0,1.0,52.0,Calathea Place,Parañaque,['https://www.lamudi.com.ph/affordable-2-bedroom-for-rent-calathea-place-dr-arcadio-santos-ave-paranaque.html']
4469,"For rent studio unit -corner unit- Near Sucat / Jaka Plaza, San Isidro,Paranaque",15000.0,1.0,1.0,,,Parañaque,['https://www.lamudi.com.ph/for-rent-studio-unit-corner-unit-near-sucat-jaka-plaza-san-isidro-paranaque.html']
4471,semi furnished house for rent in bf homes paranaque,50000.0,4.0,3.0,180.0,,Parañaque,['https://www.lamudi.com.ph/semi-furnished-house-for-rent-in-bf-homes-paranaque.html']
4473,4 Bedroom House for Rent in Merville Parañaque City,65000.0,4.0,3.0,230.0,,Parañaque,['https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-merville-paranaque-city.html']
4477,2 Storey Brand New For Rent House in BF Homes Paranaque,110000.0,5.0,5.0,300.0,,Parañaque,['https://www.lamudi.com.ph/2-storey-brand-new-for-rent-house-in-bf-homes-paranaque.html']
4478,Brand new 1 B/R unit Condo for Rent (Azure-Bahamas Tower),25000.0,1.0,1.0,28.49,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/brand-new-1-b-r-unit-condo-for-rent-azure-bahamas-tower.html']
4479,Avida Sucat Studio Unit for rent,13000.0,1.0,1.0,24.0,Avida Towers Sucat,Parañaque,['https://www.lamudi.com.ph/avida-sucat-studio-unit-for-rent.html']
4481,For Rent New and Fully Furnished 1BR Condominium Unit at Chateau Elysee,13500.0,1.0,1.0,25.0,Chateau Elysee,Parañaque,['https://www.lamudi.com.ph/for-rent-new-and-fully-furnished-1br-condominium-unit-at-chateau-elysee.html']
4483,Affordable Resort Type Condo Near Manila Airport,35000.0,1.0,1.0,27.0,Calathea Place,Parañaque,['https://www.lamudi.com.ph/affordable-resort-type-condo-near-manila-airport.html']
4484,Almost fully furnished! 1BR condo unit (Calathea DMCI Paranaque),16000.0,1.0,1.0,32.0,Calathea Place DMCI,Parañaque,['https://www.lamudi.com.ph/almost-fully-furnished-1br-condo-unit-calathea-dmci-paranaque.html']
4486,Asiana Oasis 2BR Condo,32000.0,2.0,1.0,45.6,Asiana Oasis,Parañaque,['https://www.lamudi.com.ph/asiana-oasis-2br-condo.html']
4487,2 Bedroom Fully Furnished for Staff house at Asteria Residences ,25000.0,2.0,1.0,64.0,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/2-bedroom-fully-furnished-for-staff-house-at-asteria-residences.html']
4489,4BR Modern Zen Design House for rent at BF Homes Paranaque City,85000.0,4.0,3.0,240.0,,Parañaque,['https://www.lamudi.com.ph/4br-modern-zen-design-house-for-rent-at-bf-homes-paranaque-city-1.html']
4490,3BR Condo for Rent Fully Furnished Asian-Modern Penthouse nr Manila airport NAIA,30000.0,3.0,2.0,72.0,Raya Garden Condominiums,Parañaque,['https://www.lamudi.com.ph/3br-condo-for-rent-fully-furnished-asian-modern-penthouse-nr-manila-airport-naia.html']
4493,2 Bedroom condo with Balcony facing City for rent,45000.0,2.0,1.0,50.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/2-bedroom-condo-with-balcony-facing-city-for-rent.html']
4494,"BGE - For Lease : 1 Bedroom Unit in Azure, West Service Road, Parañaque",35000.0,1.0,1.0,37.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/bge-for-lease-1-bedroom-unit-in-azure-west-service-road-paranaque.html']
4497,Amaia Steps Sucat Condo For Rent- Fully Furnished With Balcony,20000.0,1.0,1.0,32.0,Amaia Steps Sucat,Parañaque,['https://www.lamudi.com.ph/amaia-steps-sucat-condo-for-rent-fully-furnished-with-balcony.html']
4498,Studio Unit (Kindly see attached info),18000.0,1.0,1.0,23.0,Lancris Residences,Parañaque,['https://www.lamudi.com.ph/studio-unit-kindly-see-attached-info.html']
4499,Townhouse 2BR in BF Homes Paranaque City,15000.0,2.0,1.0,50.0,,Parañaque,['https://www.lamudi.com.ph/townhouse-2br-in-bf-homes-paranaque-city-8.html']
4500,Condo for rent 15k /month 30sqm Sucat road paranaque city,15000.0,1.0,1.0,30.0,Amaia Steps Sucat,Parañaque,['https://www.lamudi.com.ph/condo-for-rent-15k-month-30sqm-sucat-road-paranaque-city.html']
4501,For Rent 4BR House with 3 Car Garage BF Homes Paranaque,45000.0,4.0,3.0,190.0,,Parañaque,['https://www.lamudi.com.ph/for-rent-4br-house-with-3-car-garage-bf-homes-paranaque.html']
4504,"2BR Azure Fully Furnished Condo Beach Shack Style w/ View, Parking Slot ",28000.0,2.0,1.0,35.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/2br-azure-fully-furnished-condo-beach-shack-style-w-view-parking-slot.html']
4506,For rent 2BR Condo SMDC Chateau Elysee at Dona Soledad Paranaque,18000.0,2.0,1.0,36.0,SMDC Chateau Elysee,Parañaque,['https://www.lamudi.com.ph/for-rent-2br-condo-smdc-chateau-elysee-at-dona-soledad-paranaque.html']
4507,2BR Condo at Spring Residences,25000.0,2.0,1.0,28.0,Spring Residences,Parañaque,['https://www.lamudi.com.ph/2br-condo-at-spring-residences.html']
4508,Semi-Furn House Near Southville Int’l School In Las Pinas,50000.0,4.0,4.0,250.0,,Parañaque,['https://www.lamudi.com.ph/semi-furn-house-near-southville-intl-school-in-las-pinas-469094-19.html']
4509,For Rent Condominium: 2BR Unit 72.5sqm - Asteria Residences (Semi Furnished),20000.0,2.0,1.0,72.5,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-condominium-2br-unit-72-5sqm-asteria-residences-semi-furnished.html']
4513,2 Bedroom 1 Bath Penthouse Maui Tower - Azure Urban Resort Residences for Rent,35000.0,2.0,1.0,45.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/2-bedroom-1-bath-penthouse-maui-tower-azure-urban-resort-residences-for-rent.html']
4514, Oak Harbor ll Marina Paranaque 2 bedroom,120000.0,2.0,2.0,132.0,Oak Harbor,Parañaque,['https://www.lamudi.com.ph/oak-harbor-ll-marina-paranaque-2-bedroom.html']
4517,Furnished 1br Condo with balcony -Solemare Parksuites,23000.0,1.0,1.0,30.0,Solemare Parksuites,Parañaque,['https://www.lamudi.com.ph/furnished-1br-condo-with-balcony-solemare-parksuites-264955-84.html']
4518,"2 Bedroom Unit For Rent @Raya Gardens, Paranaque",17000.0,2.0,1.0,56.0,Raya Garden Condominiums,Parañaque,['https://www.lamudi.com.ph/2-bedroom-unit-for-rent-raya-gardens-paranaque.html']
4520,Fully-Furnished Bedroom Condo Unit at Azure For Rent with Parking 30k/month,30000.0,1.0,1.0,29.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/fully-furnished-bedroom-condo-unit-at-azure-for-rent-with-parking-30k-month.html']
4521,For Rent: Furnished 3-Bedroom House in BF Homes Parañaque,80000.0,3.0,3.0,305.0,,Parañaque,['https://www.lamudi.com.ph/for-rent-furnished-3-bedroom-house-in-bf-homes-paranaque.html']
4522,"1BR for Rent in Avida Towers Sucat, Parañaque",15000.0,1.0,1.0,36.0,Avida Towers Sucat,Parañaque,['https://www.lamudi.com.ph/1br-for-rent-in-avida-towers-sucat-paranaque.html']
4524,Corner Lot Mediterranean Two Storey House For Rent In Southbay Village,100000.0,5.0,4.0,340.0,,Parañaque,['https://www.lamudi.com.ph/corner-lot-mediterranean-two-storey-house-for-rent-in-southbay-village-547285-21.html']
4525,2 bedroom condo unit - new and fully furnished,23000.0,2.0,1.0,28.5,Spring Residences,Parañaque,['https://www.lamudi.com.ph/2-bedroom-condo-unit-new-and-fully-furnished.html']
4526,"2 Bedroom Condo @Sucat, Paranaque",22000.0,2.0,1.0,56.5,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/2-bedroom-condo-sucat-paranaque-1.html']
4527,House for rent,60000.0,5.0,3.0,,,Parañaque,['https://www.lamudi.com.ph/house-for-rent-37.html']
4529,Fully Furnished Studio Condo in Avida Towers Sucat,18000.0,1.0,1.0,22.0,Avida Towers Sucat,Parañaque,['https://www.lamudi.com.ph/fully-furnished-studio-condo-in-avida-towers-sucat.html']
4533,2 Bedroom apartment with parking for rent,14000.0,2.0,1.0,,,Parañaque,['https://www.lamudi.com.ph/2-bedroom-apartment-with-parking-for-rent.html']
4535,4 Bedroom New 3 storey-Townhouse unit inBetter Living Subd Paranaque. 160sqm,45000.0,4.0,4.0,156.0,,Parañaque,['https://www.lamudi.com.ph/4-bedroom-new-3-storey-townhouse-unit-inbetter-living-subd-paranaque-160sqm.html']
4536,Santos Apartment (Brand New) for rent,13000.0,2.0,1.0,40.0,,Parañaque,['https://www.lamudi.com.ph/santos-apartment-brand-new-for-rent.html']
4537,"4BR House for Rent in South Green Park Village, Merville, Paranaque",65000.0,4.0,5.0,211.0,,Parañaque,['https://www.lamudi.com.ph/4br-house-for-rent-in-south-green-park-village-merville-paranaque.html']
4538,Field Residences 2 Bedroom For Rent,30000.0,2.0,2.0,55.0,,Parañaque,['https://www.lamudi.com.ph/field-residences-2-bedroom-for-rent-1.html']
4541,Newly Remodeled Mid Century Modern Day Three Bedroom House in B.F Homes ,70000.0,3.0,4.0,400.0,,Parañaque,['https://www.lamudi.com.ph/newly-remodeled-mid-century-modern-day-three-bedroom-house-in-b-f-homes.html']
4542,"2-Storey House for Rent Bgy. Sun Valley, Paranaque City near BGC Makati",26000.0,2.0,2.0,90.0,,Parañaque,['https://www.lamudi.com.ph/2-storey-house-for-rent-bgy-sun-valley-paranaque-city-near-bgc-makati.html']
4548,A semi-furnished 2 Bedroom plus maid’s room condo unit,19500.0,2.0,2.0,50.0,Woodsville Residences,Parañaque,['https://www.lamudi.com.ph/a-semi-furnished-2-bedroom-plus-maids-room-condo-unit.html']
4552,For rent asteria residence,35000.0,2.0,1.0,64.0,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-asteria-residence.html']
4554,Business and Home in one Great Location ,60000.0,3.0,4.0,520.0,,Parañaque,['https://www.lamudi.com.ph/business-and-home-in-one-great-location.html']
4555,2BR semi-furnished for rent in Asteria Residences,70000.0,2.0,1.0,56.0,Asteria Residences,Parañaque,['https://www.lamudi.com.ph/2br-semi-furnished-for-rent-in-asteria-residences.html']
4557,Newly Renovated House In Merville For Rent,100000.0,4.0,4.0,337.0,,Parañaque,['https://www.lamudi.com.ph/newly-renovated-house-in-merville-for-rent.html']
4559,"1Br unit Calathea Place near SM BF Homes, NAIA 1234 via Skyway, Duty Free, PITX ",20000.0,1.0,1.0,31.0,Calathea Place,Parañaque,['https://www.lamudi.com.ph/1br-unit-calathea-place-near-sm-bf-homes-naia-1234-via-skyway-duty-free-pitx.html']
4561,"Studio For Rent at Parañaque, Metro Manila",15000.0,1.0,1.0,22.0,,Parañaque,['https://www.lamudi.com.ph/studio-for-rent-at-paranaque-metro-manila-1.html']
4563,For Rent - 1 Bedroom Condo unit with Balcony in Azure Urban Resort Residences,23000.0,1.0,1.0,30.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-1-bedroom-condo-unit-with-balcony-in-azure-urban-resort-residences.html']
4564,Brandnew House For Rent Moonwalk Paranaque,40000.0,3.0,4.0,200.0,,Parañaque,['https://www.lamudi.com.ph/brandnew-house-for-rent-moonwalk-paranaque.html']
4565,"Spacious House with Swimming Pool for Rent in BF Homes Parañaque, Executive Area",135000.0,4.0,4.0,200.0,,Parañaque,['https://www.lamudi.com.ph/spacious-house-with-swimming-pool-for-rent-in-bf-homes-paranaque-executive-area.html']
4566,4 Bedroom House for rent in BF Homes Paranaque,70000.0,4.0,3.0,300.0,,Parañaque,['https://www.lamudi.com.ph/4-bedroom-house-for-rent-in-bf-homes-paranaque-3.html']
4567,Avida Sucat Studio-type unit for rent (23sqm),17000.0,1.0,1.0,23.0,Avida Towers Sucat,Parañaque,['https://www.lamudi.com.ph/avida-sucat-studio-type-unit-for-rent-23sqm.html']
4568,"1 Bedroom Condo for Rent in Parañaque, Metro Manila - Luxury Home",35000.0,1.0,1.0,30.0,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/1-bedroom-condo-for-rent-in-paranaque-metro-manila-luxury-home.html']
4569,For Rent Townhouse in Better Living Paranaque,27000.0,3.0,2.0,120.0,,Parañaque,['https://www.lamudi.com.ph/for-rent-townhouse-in-better-living-paranaque.html']
4570,Bung 3BR in BF Homes Paranaque City,45000.0,3.0,3.0,180.0,,Parañaque,['https://www.lamudi.com.ph/bung-3br-in-bf-homes-paranaque-city-8.html']
4571,"For Rent: 1BR Azure Urban Resort Residences, Parañaque",18000.0,1.0,1.0,23.45,Azure Urban Resort Residences,Parañaque,['https://www.lamudi.com.ph/for-rent-1br-azure-urban-resort-residences-paranaque-1.html']
4573,High Rise 2BR Unit For Rent,18000.0,2.0,1.0,42.0,Fountain Breeze,Parañaque,['https://www.lamudi.com.ph/high-rise-2br-unit-for-rent.html']
4576,Better Living Townhouse for Rent,50000.0,3.0,3.0,170.0,,Parañaque,['https://www.lamudi.com.ph/better-living-townhouse-for-rent.html']
4578,"2 Bedrooms in Arista Place near Okada NAIA 1,2,3,4, COD Pearl Plaza PITX",25000.0,2.0,1.0,59.0,Arista Place,Parañaque,['https://www.lamudi.com.ph/2-bedrooms-in-arista-place-near-okada-naia-1-2-3-4-cod-pearl-plaza-pitx-1.html']
4579,For Rent Newly Renovated 2 storey House with Roof Deck in B.F.Homes Parañaque,80000.0,4.0,3.0,,,Parañaque,['https://www.lamudi.com.ph/for-rent-newly-renovated-2-storey-house-with-roof-deck-in-b-f-homes-paranaque.html']
4580,"Bungalow 3 Bedrooms - BF Homes, Phase 1, Paranaque City",60000.0,3.0,2.0,200.0,,Parañaque,['https://www.lamudi.com.ph/bungalow-3-bedrooms-bf-homes-phase-1-paranaque-city.html']
4585,2 Bedroom Arista Place for rent- Fully Furnished,28000.0,2.0,2.0,56.0,Arista Place,Parañaque,['https://www.lamudi.com.ph/2-bedroom-arista-place-for-rent-fully-furnished.html']
